article_id,article_title,part,points,notes
'271.1,Нарушение правил использования воздушного пространства Российской Федерации,1,,
'271.1,Нарушение правил использования воздушного пространства Российской Федерации,2,,
'272,Неправомерный доступ к компьютерной информации,,,есть примечание; есть указание о редакции
'272,Неправомерный доступ к компьютерной информации,1,,есть примечание; есть указание о редакции
'272,Неправомерный доступ к компьютерной информации,2,,есть примечание; есть указание о редакции
'272,Неправомерный доступ к компьютерной информации,2,,есть примечание; есть указание о редакции
'272,Неправомерный доступ к компьютерной информации,3,,есть примечание; есть указание о редакции
'272,Неправомерный доступ к компьютерной информации,4,,есть примечание; есть указание о редакции
'272.1,"Незаконные использование и (или) передача, сбор и (или) хранение компьютерной информации, содержащей персональные данные, а равно создание и (или) обеспечение функционирования информационных ресурсов, предназначенных для ее незаконных хранения и (или) распространения",,,есть примечание
'272.1,"Незаконные использование и (или) передача, сбор и (или) хранение компьютерной информации, содержащей персональные данные, а равно создание и (или) обеспечение функционирования информационных ресурсов, предназначенных для ее незаконных хранения и (или) распространения",1,,есть примечание
'272.1,"Незаконные использование и (или) передача, сбор и (или) хранение компьютерной информации, содержащей персональные данные, а равно создание и (или) обеспечение функционирования информационных ресурсов, предназначенных для ее незаконных хранения и (или) распространения",2,,есть примечание
'272.1,"Незаконные использование и (или) передача, сбор и (или) хранение компьютерной информации, содержащей персональные данные, а равно создание и (или) обеспечение функционирования информационных ресурсов, предназначенных для ее незаконных хранения и (или) распространения",2,,есть примечание
'272.1,"Незаконные использование и (или) передача, сбор и (или) хранение компьютерной информации, содержащей персональные данные, а равно создание и (или) обеспечение функционирования информационных ресурсов, предназначенных для ее незаконных хранения и (или) распространения",3,а;б;в;г,есть примечание
'272.1,"Незаконные использование и (или) передача, сбор и (или) хранение компьютерной информации, содержащей персональные данные, а равно создание и (или) обеспечение функционирования информационных ресурсов, предназначенных для ее незаконных хранения и (или) распространения",4,,есть примечание
'272.1,"Незаконные использование и (или) передача, сбор и (или) хранение компьютерной информации, содержащей персональные данные, а равно создание и (или) обеспечение функционирования информационных ресурсов, предназначенных для ее незаконных хранения и (или) распространения",5,,есть примечание
'272.1,"Незаконные использование и (или) передача, сбор и (или) хранение компьютерной информации, содержащей персональные данные, а равно создание и (или) обеспечение функционирования информационных ресурсов, предназначенных для ее незаконных хранения и (или) распространения",6,,есть примечание
'273,"Создание, использование и распространение вредоносных компьютерных программ",,,есть указание о редакции
'273,"Создание, использование и распространение вредоносных компьютерных программ",1,,есть указание о редакции
'273,"Создание, использование и распространение вредоносных компьютерных программ",2,,есть указание о редакции
'273,"Создание, использование и распространение вредоносных компьютерных программ",3,,есть указание о редакции
'274,"Нарушение правил эксплуатации средств хранения, обработки или передачи компьютерной информации и информационно-телекоммуникационных сетей",,,есть указание о редакции
'274,"Нарушение правил эксплуатации средств хранения, обработки или передачи компьютерной информации и информационно-телекоммуникационных сетей",1,,есть указание о редакции
'274,"Нарушение правил эксплуатации средств хранения, обработки или передачи компьютерной информации и информационно-телекоммуникационных сетей",2,,есть указание о редакции
'274.1,Неправомерное воздействие на критическую информационную инфраструктуру Российской Федерации,,,
'274.1,Неправомерное воздействие на критическую информационную инфраструктуру Российской Федерации,1,,
'274.1,Неправомерное воздействие на критическую информационную инфраструктуру Российской Федерации,2,,
'274.1,Неправомерное воздействие на критическую информационную инфраструктуру Российской Федерации,3,,
'274.1,Неправомерное воздействие на критическую информационную инфраструктуру Российской Федерации,4,,
'274.1,Неправомерное воздействие на критическую информационную инфраструктуру Российской Федерации,5,,
'274.2,"Нарушение правил централизованного управления техническими средствами противодействия угрозам устойчивости, безопасности и целостности функционирования на территории Российской Федерации информационно-телекоммуникационной сети ""Интернет"" и сети связи общего пользования",,,есть примечание
'274.2,"Нарушение правил централизованного управления техническими средствами противодействия угрозам устойчивости, безопасности и целостности функционирования на территории Российской Федерации информационно-телекоммуникационной сети ""Интернет"" и сети связи общего пользования",1,,есть примечание
'274.2,"Нарушение правил централизованного управления техническими средствами противодействия угрозам устойчивости, безопасности и целостности функционирования на территории Российской Федерации информационно-телекоммуникационной сети ""Интернет"" и сети связи общего пользования",2,,есть примечание
'274.3,Незаконное использование абонентского терминала пропуска трафика или виртуальной телефонной станции,,,есть примечание
'274.3,Незаконное использование абонентского терминала пропуска трафика или виртуальной телефонной станции,1,,есть примечание
'274.3,Незаконное использование абонентского терминала пропуска трафика или виртуальной телефонной станции,2,,есть примечание
'274.3,Незаконное использование абонентского терминала пропуска трафика или виртуальной телефонной станции,3,,есть примечание
'274.4,Организация деятельности по передаче абонентских номеров с нарушением требований законодательства Российской Федерации,,,
'274.4,Организация деятельности по передаче абонентских номеров с нарушением требований законодательства Российской Федерации,1,,
'274.4,Организация деятельности по передаче абонентских номеров с нарушением требований законодательства Российской Федерации,2,,
'274.5,"Организация деятельности по передаче информации, необходимой для регистрации и (или) авторизации пользователя сети ""Интернет"" для получения доступа к функциональным возможностям информационного ресурса",,,
'274.5,"Организация деятельности по передаче информации, необходимой для регистрации и (или) авторизации пользователя сети ""Интернет"" для получения доступа к функциональным возможностям информационного ресурса",1,,
'274.5,"Организация деятельности по передаче информации, необходимой для регистрации и (или) авторизации пользователя сети ""Интернет"" для получения доступа к функциональным возможностям информационного ресурса",2,,
'275,Государственная измена,,,есть примечание; есть указание о редакции
'275,Государственная измена,2,,есть примечание; есть указание о редакции
'275,Государственная измена,3,,есть примечание; есть указание о редакции
'275.1,"Сотрудничество на конфиденциальной основе с иностранным государством, международной либо иностранной организацией",,,есть примечание; есть указание о редакции
'276,Шпионаж,,,есть примечание; есть указание о редакции
'276.1,"Оказание помощи противнику в деятельности, заведомо направленной против безопасности Российской Федерации",,,
'277,Посягательство на жизнь государственного или общественного деятеля,,,есть указание о редакции
'278,Насильственный захват власти или насильственное удержание власти,,,есть указание о редакции
'279,Вооруженный мятеж,,,есть указание о редакции
'279,Вооруженный мятеж,1,,есть указание о редакции
'279,Вооруженный мятеж,2,,есть указание о редакции
'279,Вооруженный мятеж,3,,есть указание о редакции
'280,Публичные призывы к осуществлению экстремистской деятельности,,,есть указание о редакции
'280,Публичные призывы к осуществлению экстремистской деятельности,1,,есть указание о редакции
'280,Публичные призывы к осуществлению экстремистской деятельности,2,,есть указание о редакции
'280.1,"Публичные призывы к осуществлению действий, направленных на нарушение территориальной целостности Российской Федерации",,,есть указание о редакции
'280.1,"Публичные призывы к осуществлению действий, направленных на нарушение территориальной целостности Российской Федерации",1,,есть указание о редакции
'280.1,"Публичные призывы к осуществлению действий, направленных на нарушение территориальной целостности Российской Федерации",2,,есть указание о редакции
'280.2,Нарушение территориальной целостности Российской Федерации,,,
'280.3,"Публичные действия, направленные на дискредитацию использования Вооруженных Сил Российской Федерации в целях защиты интересов Российской Федерации и ее граждан, поддержания международного мира и безопасности, исполнения государственными органами Российской Федерации своих полномочий, оказания добровольческими формированиями, организациями или лицами содействия в выполнении задач, возложенных на Вооруженные Силы Российской Федерации или войска национальной гвардии Российской Федерации",,,есть указание о редакции
'280.3,"Публичные действия, направленные на дискредитацию использования Вооруженных Сил Российской Федерации в целях защиты интересов Российской Федерации и ее граждан, поддержания международного мира и безопасности, исполнения государственными органами Российской Федерации своих полномочий, оказания добровольческими формированиями, организациями или лицами содействия в выполнении задач, возложенных на Вооруженные Силы Российской Федерации или войска национальной гвардии Российской Федерации",1,,есть указание о редакции
'280.3,"Публичные действия, направленные на дискредитацию использования Вооруженных Сил Российской Федерации в целях защиты интересов Российской Федерации и ее граждан, поддержания международного мира и безопасности, исполнения государственными органами Российской Федерации своих полномочий, оказания добровольческими формированиями, организациями или лицами содействия в выполнении задач, возложенных на Вооруженные Силы Российской Федерации или войска национальной гвардии Российской Федерации",2,,есть указание о редакции
'280.4,"Публичные призывы к осуществлению деятельности, направленной против безопасности государства",,,есть примечание; есть указание о редакции
'280.4,"Публичные призывы к осуществлению деятельности, направленной против безопасности государства",1,,есть примечание; есть указание о редакции
'280.4,"Публичные призывы к осуществлению деятельности, направленной против безопасности государства",2,а;б;в;г;д,есть примечание; есть указание о редакции
'280.4,"Публичные призывы к осуществлению деятельности, направленной против безопасности государства",3,,есть примечание; есть указание о редакции
'281,Диверсия,,,есть указание о редакции
'281,Диверсия,1,,есть указание о редакции
'281,Диверсия,2,а;б;в,есть указание о редакции
'281,Диверсия,3,а;б,есть указание о редакции
'281.1,Содействие диверсионной деятельности,,,есть примечание; есть указание о редакции
'281.1,Содействие диверсионной деятельности,1,,есть примечание; есть указание о редакции
'281.1,Содействие диверсионной деятельности,2,,есть примечание; есть указание о редакции
'281.1,Содействие диверсионной деятельности,2,,есть примечание; есть указание о редакции
'281.1,Содействие диверсионной деятельности,3,,есть примечание; есть указание о редакции
'281.1,Содействие диверсионной деятельности,3,,есть примечание; есть указание о редакции
'281.1,Содействие диверсионной деятельности,4,,есть примечание; есть указание о редакции
'281.2,Прохождение обучения в целях осуществления диверсионной деятельности,,,есть примечание
'281.3,Организация диверсионного сообщества и участие в нем,,,есть примечание
'281.3,Организация диверсионного сообщества и участие в нем,1,,есть примечание
'281.3,Организация диверсионного сообщества и участие в нем,2,,есть примечание
'281.3,Организация диверсионного сообщества и участие в нем,2,с,есть примечание
'281.3,Организация диверсионного сообщества и участие в нем,3,с,есть примечание
'281.3,Организация диверсионного сообщества и участие в нем,4,с,есть примечание
'282,"Возбуждение ненависти либо вражды, а равно унижение человеческого достоинства",,,есть указание о редакции
'282,"Возбуждение ненависти либо вражды, а равно унижение человеческого достоинства",1,а;б,есть указание о редакции
'282,"Возбуждение ненависти либо вражды, а равно унижение человеческого достоинства",2,а;б;в,есть указание о редакции
'282.1,Организация экстремистского сообщества,,,есть примечание; есть указание о редакции
'282.1,Организация экстремистского сообщества,1,,есть примечание; есть указание о редакции
'282.1,Организация экстремистского сообщества,1.1,,есть примечание; есть указание о редакции
'282.1,Организация экстремистского сообщества,2,,есть примечание; есть указание о редакции
'282.1,Организация экстремистского сообщества,2,е,есть примечание; есть указание о редакции
'282.1,Организация экстремистского сообщества,3,,есть примечание; есть указание о редакции
'282.2,Организация деятельности экстремистской организации и участие в деятельности такой организации,,,есть примечание; есть указание о редакции
'282.2,Организация деятельности экстремистской организации и участие в деятельности такой организации,1,,есть примечание; есть указание о редакции
'282.2,Организация деятельности экстремистской организации и участие в деятельности такой организации,1.1,,есть примечание; есть указание о редакции
'282.2,Организация деятельности экстремистской организации и участие в деятельности такой организации,2,,есть примечание; есть указание о редакции
'282.2,Организация деятельности экстремистской организации и участие в деятельности такой организации,3,,есть примечание; есть указание о редакции
'282.3,Финансирование экстремистской деятельности,,,есть примечание; есть указание о редакции
'282.3,Финансирование экстремистской деятельности,1,,есть примечание; есть указание о редакции
'282.3,Финансирование экстремистской деятельности,2,,есть примечание; есть указание о редакции
'282.4,"Неоднократные пропаганда либо публичное демонстрирование нацистской атрибутики или символики, либо атрибутики или символики экстремистских организаций, либо иных атрибутики или символики, пропаганда либо публичное демонстрирование которых запрещены федеральными законами",,,
'282.4,"Неоднократные пропаганда либо публичное демонстрирование нацистской атрибутики или символики, либо атрибутики или символики экстремистских организаций, либо иных атрибутики или символики, пропаганда либо публичное демонстрирование которых запрещены федеральными законами",1,,
'282.4,"Неоднократные пропаганда либо публичное демонстрирование нацистской атрибутики или символики, либо атрибутики или символики экстремистских организаций, либо иных атрибутики или символики, пропаганда либо публичное демонстрирование которых запрещены федеральными законами",2,,
'283,Разглашение государственной тайны,1,,есть указание о редакции
'283,Разглашение государственной тайны,2,,есть указание о редакции
'283.1,"Незаконное получение сведений, составляющих государственную тайну",,,
'283.1,"Незаконное получение сведений, составляющих государственную тайну",1,,
'283.1,"Незаконное получение сведений, составляющих государственную тайну",2,а;б;в;г;д,
'283.2,Нарушение требований по защите государственной тайны,,,есть указание о редакции
'283.2,Нарушение требований по защите государственной тайны,1,,есть указание о редакции
'283.2,Нарушение требований по защите государственной тайны,2,,есть указание о редакции
'283.2,Нарушение требований по защите государственной тайны,3,,есть указание о редакции
'283.2,Нарушение требований по защите государственной тайны,4,,есть указание о редакции
'284,"Утрата документов, содержащих государственную тайну",,,есть примечание
'284.1,"Осуществление деятельности иностранной или международной организации, в отношении которой принято решение о признании нежелательной на территории Российской Федерации ее деятельности",,,есть примечание; есть указание о редакции
'284.1,"Осуществление деятельности иностранной или международной организации, в отношении которой принято решение о признании нежелательной на территории Российской Федерации ее деятельности",1,,есть примечание; есть указание о редакции
'284.1,"Осуществление деятельности иностранной или международной организации, в отношении которой принято решение о признании нежелательной на территории Российской Федерации ее деятельности",2,,есть примечание; есть указание о редакции
'284.1,"Осуществление деятельности иностранной или международной организации, в отношении которой принято решение о признании нежелательной на территории Российской Федерации ее деятельности",3,,есть примечание; есть указание о редакции
'284.2,"Призывы к введению мер ограничительного характера в отношении Российской Федерации, граждан Российской Федерации или российских юридических лиц",,,
'284.2,"Призывы к введению мер ограничительного характера в отношении Российской Федерации, граждан Российской Федерации или российских юридических лиц",1,,
'284.2,"Призывы к введению мер ограничительного характера в отношении Российской Федерации, граждан Российской Федерации или российских юридических лиц",2,,
'284.3,"Оказание содействия в исполнении решений международных организаций, в которых Российская Федерация не участвует, или иностранных государственных органов",,,есть указание о редакции
'284.3,"Оказание содействия в исполнении решений международных организаций, в которых Российская Федерация не участвует, или иностранных государственных органов",1,,есть указание о редакции
'284.3,"Оказание содействия в исполнении решений международных организаций, в которых Российская Федерация не участвует, или иностранных государственных органов",2,,есть указание о редакции
'285,Злоупотребление должностными полномочиями,1,,есть примечание; есть указание о редакции
'285,Злоупотребление должностными полномочиями,2,,есть примечание; есть указание о редакции
'285,Злоупотребление должностными полномочиями,2,,есть примечание; есть указание о редакции
'285,Злоупотребление должностными полномочиями,3,,есть примечание; есть указание о редакции
'285,Злоупотребление должностными полномочиями,3,,есть примечание; есть указание о редакции
'285,Злоупотребление должностными полномочиями,4,,есть примечание; есть указание о редакции
'285,Злоупотребление должностными полномочиями,5,,есть примечание; есть указание о редакции
'285.1,Нецелевое расходование бюджетных средств,,,есть примечание; есть указание о редакции
'285.1,Нецелевое расходование бюджетных средств,1,,есть примечание; есть указание о редакции
'285.1,Нецелевое расходование бюджетных средств,2,а;б,есть примечание; есть указание о редакции
'285.2,Нецелевое расходование средств государственных внебюджетных фондов,,,есть указание о редакции
'285.2,Нецелевое расходование средств государственных внебюджетных фондов,1,,есть указание о редакции
'285.2,Нецелевое расходование средств государственных внебюджетных фондов,2,а;б,есть указание о редакции
'285.3,Внесение в единые государственные реестры заведомо недостоверных сведений,,,есть указание о редакции
'285.3,Внесение в единые государственные реестры заведомо недостоверных сведений,1,,есть указание о редакции
'285.3,Внесение в единые государственные реестры заведомо недостоверных сведений,2,,есть указание о редакции
'285.3,Внесение в единые государственные реестры заведомо недостоверных сведений,3,,есть указание о редакции
'285.4,Злоупотребление должностными полномочиями при выполнении государственного оборонного заказа,,,
'285.4,Злоупотребление должностными полномочиями при выполнении государственного оборонного заказа,1,,
'285.4,Злоупотребление должностными полномочиями при выполнении государственного оборонного заказа,2,а;б,
'285.5,"Нарушение должностным лицом условий государственного контракта по государственному оборонному заказу либо условий договора, заключенного в целях выполнения государственного оборонного заказа",,,есть примечание; есть указание о редакции
'285.5,"Нарушение должностным лицом условий государственного контракта по государственному оборонному заказу либо условий договора, заключенного в целях выполнения государственного оборонного заказа",1,,есть примечание; есть указание о редакции
'285.5,"Нарушение должностным лицом условий государственного контракта по государственному оборонному заказу либо условий договора, заключенного в целях выполнения государственного оборонного заказа",2,,есть примечание; есть указание о редакции
'285.6,"Отказ или уклонение должностного лица, подвергнутого административному наказанию, от заключения государственного контракта по государственному оборонному заказу либо договора, необходимого для выполнения государственного оборонного заказа",,,есть указание о редакции
'286,Превышение должностных полномочий,1,,есть примечание; есть указание о редакции
'286,Превышение должностных полномочий,2,,есть примечание; есть указание о редакции
'286,Превышение должностных полномочий,2,,есть примечание; есть указание о редакции
'286,Превышение должностных полномочий,3,а;б;в;г;д;е,есть примечание; есть указание о редакции
'286,Превышение должностных полномочий,4,,есть примечание; есть указание о редакции
'286,Превышение должностных полномочий,5,,есть примечание; есть указание о редакции
'286.1,Неисполнение сотрудником органа внутренних дел приказа,,,есть указание о редакции
'286.1,Неисполнение сотрудником органа внутренних дел приказа,1,,есть указание о редакции
'286.1,Неисполнение сотрудником органа внутренних дел приказа,2,,есть указание о редакции
'287,Отказ в предоставлении информации Федеральному Собранию Российской Федерации или Счетной палате Российской Федерации,1,,есть указание о редакции
'287,Отказ в предоставлении информации Федеральному Собранию Российской Федерации или Счетной палате Российской Федерации,2,,есть указание о редакции
'287,Отказ в предоставлении информации Федеральному Собранию Российской Федерации или Счетной палате Российской Федерации,3,а;б;в,есть указание о редакции
'288,Присвоение полномочий должностного лица,,,есть указание о редакции
'289,Незаконное участие в предпринимательской деятельности,,,есть указание о редакции
'290,Получение взятки,,,есть примечание; есть указание о редакции
'290,Получение взятки,1,,есть примечание; есть указание о редакции
'290,Получение взятки,2,,есть примечание; есть указание о редакции
'290,Получение взятки,2,,есть примечание; есть указание о редакции
'290,Получение взятки,3,,есть примечание; есть указание о редакции
'290,Получение взятки,4,,есть примечание; есть указание о редакции
'290,Получение взятки,5,а;б;в,есть примечание; есть указание о редакции
'290,Получение взятки,6,а,есть примечание; есть указание о редакции
'291,Дача взятки,,,есть примечание; есть указание о редакции
'291,Дача взятки,1,,есть примечание; есть указание о редакции
'291,Дача взятки,2,,есть примечание; есть указание о редакции
'291,Дача взятки,3,,есть примечание; есть указание о редакции
'291,Дача взятки,4,а;б,есть примечание; есть указание о редакции
'291,Дача взятки,5,,есть примечание; есть указание о редакции
'291.1,Посредничество во взяточничестве,,,есть примечание; есть указание о редакции
'291.1,Посредничество во взяточничестве,1,,есть примечание; есть указание о редакции
'291.1,Посредничество во взяточничестве,2,,есть примечание; есть указание о редакции
'291.1,Посредничество во взяточничестве,3,а;б,есть примечание; есть указание о редакции
'291.1,Посредничество во взяточничестве,4,,есть примечание; есть указание о редакции
'291.1,Посредничество во взяточничестве,5,,есть примечание; есть указание о редакции
'291.2,Мелкое взяточничество,,,есть примечание
'291.2,Мелкое взяточничество,1,,есть примечание
'291.2,Мелкое взяточничество,2,,есть примечание
'292,Служебный подлог,1,,есть указание о редакции
'292,Служебный подлог,2,,есть указание о редакции
'292.1,"Незаконная выдача паспорта гражданина Российской Федерации, а равно внесение заведомо ложных сведений в документы, повлекшее незаконное приобретение гражданства Российской Федерации",,,есть указание о редакции
'292.1,"Незаконная выдача паспорта гражданина Российской Федерации, а равно внесение заведомо ложных сведений в документы, повлекшее незаконное приобретение гражданства Российской Федерации",1,,есть указание о редакции
'292.1,"Незаконная выдача паспорта гражданина Российской Федерации, а равно внесение заведомо ложных сведений в документы, повлекшее незаконное приобретение гражданства Российской Федерации",2,,есть указание о редакции
'293,Халатность,,,есть примечание; есть указание о редакции
'293,Халатность,1,,есть примечание; есть указание о редакции
